,State,DC Fast Charge,Level 1,Level 2,EV Network
0,CA,,2.0,,
1,CA,,,12.0,
2,CA,1.0,,260.0,
3,CA,,,4.0,
4,CA,,,2.0,ChargePoint Network
5,CA,,,4.0,
6,CA,,,2.0,
7,CA,,,,
8,CA,,,2.0,
9,CA,,,2.0,
10,CA,,,6.0,
11,CA,,,16.0,
12,CA,,,2.0,
13,CA,,,3.0,
14,CA,,,4.0,EV Connect
15,CA,,,,
16,CA,,,1.0,
17,CA,,,1.0,
18,CA,,,20.0,
19,CA,,,7.0,
20,CA,,,1.0,
21,CA,,,2.0,
22,CA,,,1.0,
23,CA,,,2.0,
24,CA,,,6.0,ChargePoint Network
25,CA,,,2.0,
26,CA,,,4.0,
27,CA,,,3.0,
28,CA,,,3.0,
29,CA,,,2.0,
30,CA,,,1.0,
31,CA,,1.0,,
32,CA,,,4.0,EV Connect
33,CA,,,4.0,
34,CA,,,2.0,
35,CA,,,5.0,
36,CA,,,1.0,
37,CA,,,4.0,
38,CA,,,,
39,CA,,,,
40,CA,,,1.0,
41,CA,,,1.0,
42,CA,,,2.0,
43,CA,,,2.0,
44,CA,,,2.0,
45,CA,,,1.0,
46,CA,,,2.0,
47,CA,,,2.0,
48,CA,,,4.0,
49,CA,,,4.0,EV Connect
50,CA,,,4.0,
51,CA,,,2.0,
52,CA,,,4.0,EV Connect
53,CA,,12.0,16.0,
54,CA,,1.0,1.0,
55,CA,,,2.0,
56,CA,,,6.0,
57,CA,,,6.0,
58,CA,,2.0,2.0,ChargePoint Network
59,CA,,,5.0,
60,CA,,,4.0,
61,CA,,4.0,2.0,
62,CA,,,1.0,
63,CA,,,2.0,
64,CA,,,2.0,
65,CA,,,2.0,
66,CA,,,1.0,
67,CA,,,3.0,
68,CA,,,2.0,
69,CA,,1.0,3.0,
70,CA,,1.0,1.0,
71,CA,,,5.0,
72,CA,,,2.0,
73,CA,,4.0,21.0,
74,CA,,1.0,2.0,
75,CA,,,1.0,
76,CA,,,1.0,
77,CA,,,2.0,
78,CA,,,2.0,
79,CA,,,1.0,
80,CA,,,3.0,
81,CA,,,3.0,
82,CA,,,1.0,
83,CA,,,1.0,
84,CA,,,3.0,
85,CA,,1.0,,
86,CA,,,3.0,
87,CA,,,2.0,
88,CA,,,1.0,
89,CA,,,1.0,
90,VT,,2.0,,
91,CA,,,1.0,
92,CA,,,2.0,
93,CA,,,3.0,
94,CA,,,,
95,CA,,,20.0,
96,CA,,,12.0,ChargePoint Network
97,WA,,4.0,,
98,OR,,,1.0,
99,OR,,2.0,2.0,
100,CA,,1.0,,
101,CA,,,1.0,
102,CA,,1.0,1.0,
103,CA,,,3.0,
104,CA,,,1.0,
105,CA,,,2.0,
106,CA,,2.0,4.0,
107,CA,,,1.0,
108,CA,,,2.0,
109,CA,,,,
110,CA,,,2.0,
111,CA,,,2.0,SemaCharge Network
112,CA,,,1.0,
113,CA,,,2.0,
114,CA,,,2.0,ChargePoint Network
115,WA,,36.0,,
116,CA,,,20.0,ChargePoint Network
117,IL,,,3.0,
118,ID,,,2.0,
119,TX,,2.0,,
120,OR,,2.0,,
121,OR,,4.0,,
122,OR,,,1.0,
123,CA,,,2.0,ChargePoint Network
124,CA,,,,
125,CA,,1.0,1.0,ChargePoint Network
126,FL,,1.0,,ChargePoint Network
127,TN,,,8.0,ChargePoint Network
128,VA,,4.0,,
129,OR,,1.0,3.0,ChargePoint Network
130,IA,,2.0,2.0,ChargePoint Network
131,FL,1.0,1.0,2.0,ChargePoint Network
132,WI,,,2.0,ChargePoint Network
133,WA,,2.0,,
134,CA,,,1.0,
135,HI,,,,
